ConcatUF+Mun,IBGE,IBGE7,UF,Município,Região
SCSanta Rosa do Sul,421565,4215653,SC,Santa Rosa do Sul,Região Sul
SCSanta Terezinha,421567,4215679,SC,Santa Terezinha,Região Sul
SCSanta Terezinha do Progresso,421568,4215687,SC,Santa Terezinha do Progresso,Região Sul
SCSantiago do Sul,421569,4215695,SC,Santiago do Sul,Região Sul
SCSanto Amaro da Imperatriz,421570,4215703,SC,Santo Amaro da Imperatriz,Região Sul
SCSão Bernardino,421575,4215752,SC,São Bernardino,Região Sul
SCSão Bento do Sul,421580,4215802,SC,São Bento do Sul,Região Sul
SCSão Bonifácio,421590,4215901,SC,São Bonifácio,Região Sul
SCSão Carlos,421600,4216008,SC,São Carlos,Região Sul
SCSão Cristovão do Sul,421605,4216057,SC,São Cristovão do Sul,Região Sul
SCSão Domingos,421610,4216107,SC,São Domingos,Região Sul
SCSão Francisco do Sul,421620,4216206,SC,São Francisco do Sul,Região Sul
SCSão João do Oeste,421625,4216255,SC,São João do Oeste,Região Sul
SCSão João Batista,421630,4216305,SC,São João Batista,Região Sul
SCSão João do Itaperiú,421635,4216354,SC,São João do Itaperiú,Região Sul
SCSão João do Sul,421640,4216404,SC,São João do Sul,Região Sul
SCSão Joaquim,421650,4216503,SC,São Joaquim,Região Sul
SCSão José,421660,4216602,SC,São José,Região Sul
SCSão José do Cedro,421670,4216701,SC,São José do Cedro,Região Sul
SCSão José do Cerrito,421680,4216800,SC,São José do Cerrito,Região Sul
SCSão Lourenço do Oeste,421690,4216909,SC,São Lourenço do Oeste,Região Sul
SCSão Ludgero,421700,4217006,SC,São Ludgero,Região Sul
SCSão Martinho,421710,4217105,SC,São Martinho,Região Sul
SCSão Miguel da Boa Vista,421715,4217154,SC,São Miguel da Boa Vista,Região Sul
SCSão Miguel do Oeste,421720,4217204,SC,São Miguel do Oeste,Região Sul
SCSão Pedro de Alcântara,421725,4217253,SC,São Pedro de Alcântara,Região Sul
SCSaudades,421730,4217303,SC,Saudades,Região Sul
SCSchroeder,421740,4217402,SC,Schroeder,Região Sul
SCSeara,421750,4217501,SC,Seara,Região Sul
SCSerra Alta,421755,4217550,SC,Serra Alta,Região Sul
SCSiderópolis,421760,4217600,SC,Siderópolis,Região Sul
SCSombrio,421770,4217709,SC,Sombrio,Região Sul
SCSul Brasil,421775,4217758,SC,Sul Brasil,Região Sul
SCTaió,421780,4217808,SC,Taió,Região Sul
SCTangará,421790,4217907,SC,Tangará,Região Sul
SCTigrinhos,421795,4217956,SC,Tigrinhos,Região Sul
SCTijucas,421800,4218004,SC,Tijucas,Região Sul
SCTimbé do Sul,421810,4218103,SC,Timbé do Sul,Região Sul
SCTimbó,421820,4218202,SC,Timbó,Região Sul
SCTimbó Grande,421825,4218251,SC,Timbó Grande,Região Sul
SCTrês Barras,421830,4218301,SC,Três Barras,Região Sul
SCTreviso,421835,4218350,SC,Treviso,Região Sul
SCTreze de Maio,421840,4218400,SC,Treze de Maio,Região Sul
SCTreze Tílias,421850,4218509,SC,Treze Tílias,Região Sul
SCTrombudo Central,421860,4218608,SC,Trombudo Central,Região Sul
SCTubarão,421870,4218707,SC,Tubarão,Região Sul
SCTunápolis,421875,4218756,SC,Tunápolis,Região Sul
SCTurvo,421880,4218806,SC,Turvo,Região Sul
SCUnião do Oeste,421885,4218855,SC,União do Oeste,Região Sul
SCUrubici,421890,4218905,SC,Urubici,Região Sul
SCUrupema,421895,4218954,SC,Urupema,Região Sul
SCUrussanga,421900,4219002,SC,Urussanga,Região Sul
SCVargeão,421910,4219101,SC,Vargeão,Região Sul
SCVargem,421915,4219150,SC,Vargem,Região Sul
SCVargem Bonita,421917,4219176,SC,Vargem Bonita,Região Sul
SCVidal Ramos,421920,4219200,SC,Vidal Ramos,Região Sul
SCVideira,421930,4219309,SC,Videira,Região Sul
SCVitor Meireles,421935,4219358,SC,Vitor Meireles,Região Sul
SCWitmarsum,421940,4219408,SC,Witmarsum,Região Sul
SCXanxerê,421950,4219507,SC,Xanxerê,Região Sul
SCXavantina,421960,4219606,SC,Xavantina,Região Sul
SCXaxim,421970,4219705,SC,Xaxim,Região Sul
SCZortéa,421985,4219853,SC,Zortéa,Região Sul
SCBalneário Rincão,422000,4220000,SC,Balneário Rincão,Região Sul
RSAceguá,430003,4300034,RS,Aceguá,Região Sul
RSÁgua Santa,430005,4300059,RS,Água Santa,Região Sul
RSAgudo,430010,4300109,RS,Agudo,Região Sul
RSAjuricaba,430020,4300208,RS,Ajuricaba,Região Sul
RSAlecrim,430030,4300307,RS,Alecrim,Região Sul
RSAlegrete,430040,4300406,RS,Alegrete,Região Sul
RSAlegria,430045,4300455,RS,Alegria,Região Sul
RSAlmirante Tamandaré do Sul,430047,4300471,RS,Almirante Tamandaré do Sul,Região Sul
RSAlpestre,430050,4300505,RS,Alpestre,Região Sul
RSAlto Alegre,430055,4300554,RS,Alto Alegre,Região Sul
RSAlto Feliz,430057,4300570,RS,Alto Feliz,Região Sul
RSAlvorada,430060,4300604,RS,Alvorada,Região Sul
RSAmaral Ferrador,430063,4300638,RS,Amaral Ferrador,Região Sul
RSAmetista do Sul,430064,4300646,RS,Ametista do Sul,Região Sul
RSAndré da Rocha,430066,4300661,RS,André da Rocha,Região Sul
RSAnta Gorda,430070,4300703,RS,Anta Gorda,Região Sul
RSAntônio Prado,430080,4300802,RS,Antônio Prado,Região Sul
RSArambaré,430085,4300851,RS,Arambaré,Região Sul
RSAraricá,430087,4300877,RS,Araricá,Região Sul
RSAratiba,430090,4300901,RS,Aratiba,Região Sul
RSArroio do Meio,430100,4301008,RS,Arroio do Meio,Região Sul
RSArroio do Sal,430105,4301057,RS,Arroio do Sal,Região Sul
RSArroio do Padre,430107,4301073,RS,Arroio do Padre,Região Sul
RSArroio Dos Ratos,430110,4301107,RS,Arroio Dos Ratos,Região Sul
RSArroio do Tigre,430120,4301206,RS,Arroio do Tigre,Região Sul
RSArroio Grande,430130,4301305,RS,Arroio Grande,Região Sul
RSArvorezinha,430140,4301404,RS,Arvorezinha,Região Sul
RSAugusto Pestana,430150,4301503,RS,Augusto Pestana,Região Sul
RSÁurea,430155,4301552,RS,Áurea,Região Sul
RSBagé,430160,4301602,RS,Bagé,Região Sul
RSBalneário Pinhal,430163,4301636,RS,Balneário Pinhal,Região Sul
RSBarão,430165,4301651,RS,Barão,Região Sul
RSBarão de Cotegipe,430170,4301701,RS,Barão de Cotegipe,Região Sul
RSBarão do Triunfo,430175,4301750,RS,Barão do Triunfo,Região Sul
RSBarracão,430180,4301800,RS,Barracão,Região Sul
RSBarra do Guarita,430185,4301859,RS,Barra do Guarita,Região Sul
RSBarra do Quaraí,430187,4301875,RS,Barra do Quaraí,Região Sul
RSBarra do Ribeiro,430190,4301909,RS,Barra do Ribeiro,Região Sul
RSBarra do Rio Azul,430192,4301925,RS,Barra do Rio Azul,Região Sul
RSBarra Funda,430195,4301958,RS,Barra Funda,Região Sul
RSBarros Cassal,430200,4302006,RS,Barros Cassal,Região Sul
RSBenjamin Constant do Sul,430205,4302055,RS,Benjamin Constant do Sul,Região Sul
RSBento Gonçalves,430210,4302105,RS,Bento Gonçalves,Região Sul
RSBoa Vista Das Missões,430215,4302154,RS,Boa Vista Das Missões,Região Sul
RSBoa Vista do Buricá,430220,4302204,RS,Boa Vista do Buricá,Região Sul
RSBoa Vista do Cadeado,430222,4302220,RS,Boa Vista do Cadeado,Região Sul
RSBoa Vista do Incra,430223,4302238,RS,Boa Vista do Incra,Região Sul
RSBoa Vista do Sul,430225,4302253,RS,Boa Vista do Sul,Região Sul
RSBom Jesus,430230,4302303,RS,Bom Jesus,Região Sul
RSBom Princípio,430235,4302352,RS,Bom Princípio,Região Sul
RSBom Progresso,430237,4302378,RS,Bom Progresso,Região Sul
RSBom Retiro do Sul,430240,4302402,RS,Bom Retiro do Sul,Região Sul
RSBoqueirão do Leão,430245,4302451,RS,Boqueirão do Leão,Região Sul
RSBossoroca,430250,4302501,RS,Bossoroca,Região Sul
RSBozano,430258,4302584,RS,Bozano,Região Sul
RSBraga,430260,4302600,RS,Braga,Região Sul
RSBrochier,430265,4302659,RS,Brochier,Região Sul
RSButiá,430270,4302709,RS,Butiá,Região Sul
RSCaçapava do Sul,430280,4302808,RS,Caçapava do Sul,Região Sul
RSCacequi,430290,4302907,RS,Cacequi,Região Sul
RSCachoeira do Sul,430300,4303004,RS,Cachoeira do Sul,Região Sul
RSCachoeirinha,430310,4303103,RS,Cachoeirinha,Região Sul
RSCacique Doble,430320,4303202,RS,Cacique Doble,Região Sul
RSCaibaté,430330,4303301,RS,Caibaté,Região Sul
RSCaiçara,430340,4303400,RS,Caiçara,Região Sul
RSCamaquã,430350,4303509,RS,Camaquã,Região Sul
RSCamargo,430355,4303558,RS,Camargo,Região Sul
RSCambará do Sul,430360,4303608,RS,Cambará do Sul,Região Sul
RSCampestre da Serra,430367,4303673,RS,Campestre da Serra,Região Sul
RSCampina Das Missões,430370,4303707,RS,Campina Das Missões,Região Sul
RSCampinas do Sul,430380,4303806,RS,Campinas do Sul,Região Sul
RSCampo Bom,430390,4303905,RS,Campo Bom,Região Sul
RSCampo Novo,430400,4304002,RS,Campo Novo,Região Sul
RSCampos Borges,430410,4304101,RS,Campos Borges,Região Sul
RSCandelária,430420,4304200,RS,Candelária,Região Sul
RSCândido Godói,430430,4304309,RS,Cândido Godói,Região Sul
RSCandiota,430435,4304358,RS,Candiota,Região Sul
RSCanela,430440,4304408,RS,Canela,Região Sul
RSCanguçu,430450,4304507,RS,Canguçu,Região Sul
RSCanoas,430460,4304606,RS,Canoas,Região Sul
RSCanudos do Vale,430461,4304614,RS,Canudos do Vale,Região Sul
RSCapão Bonito do Sul,430462,4304622,RS,Capão Bonito do Sul,Região Sul
RSCapão da Canoa,430463,4304630,RS,Capão da Canoa,Região Sul
RSCapão do Cipó,430465,4304655,RS,Capão do Cipó,Região Sul
RSCapão do Leão,430466,4304663,RS,Capão do Leão,Região Sul
RSCapivari do Sul,430467,4304671,RS,Capivari do Sul,Região Sul
RSCapela de Santana,430468,4304689,RS,Capela de Santana,Região Sul
RSCapitão,430469,4304697,RS,Capitão,Região Sul
RSCarazinho,430470,4304705,RS,Carazinho,Região Sul
RSCaraá,430471,4304713,RS,Caraá,Região Sul
RSCarlos Barbosa,430480,4304804,RS,Carlos Barbosa,Região Sul
RSCarlos Gomes,430485,4304853,RS,Carlos Gomes,Região Sul
RSCasca,430490,4304903,RS,Casca,Região Sul
RSCaseiros,430495,4304952,RS,Caseiros,Região Sul
RSCatuípe,430500,4305009,RS,Catuípe,Região Sul
RSCaxias do Sul,430510,4305108,RS,Caxias do Sul,Região Sul
RSCentenário,430511,4305116,RS,Centenário,Região Sul
RSCerrito,430512,4305124,RS,Cerrito,Região Sul
RSCerro Branco,430513,4305132,RS,Cerro Branco,Região Sul
RSCerro Grande,430515,4305157,RS,Cerro Grande,Região Sul
RSCerro Grande do Sul,430517,4305173,RS,Cerro Grande do Sul,Região Sul
RSCerro Largo,430520,4305207,RS,Cerro Largo,Região Sul
RSChapada,430530,4305306,RS,Chapada,Região Sul
RSCharqueadas,430535,4305355,RS,Charqueadas,Região Sul
RSCharrua,430537,4305371,RS,Charrua,Região Sul
RSChiapetta,430540,4305405,RS,Chiapetta,Região Sul
RSChuí,430543,4305439,RS,Chuí,Região Sul
RSChuvisca,430544,4305447,RS,Chuvisca,Região Sul
RSCidreira,430545,4305454,RS,Cidreira,Região Sul
RSCiríaco,430550,4305504,RS,Ciríaco,Região Sul
RSColinas,430558,4305587,RS,Colinas,Região Sul
RSColorado,430560,4305603,RS,Colorado,Região Sul
RSCondor,430570,4305702,RS,Condor,Região Sul
RSConstantina,430580,4305801,RS,Constantina,Região Sul
RSCoqueiro Baixo,430583,4305835,RS,Coqueiro Baixo,Região Sul
RSCoqueiros do Sul,430585,4305850,RS,Coqueiros do Sul,Região Sul
RSCoronel Barros,430587,4305871,RS,Coronel Barros,Região Sul
RSCoronel Bicaco,430590,4305900,RS,Coronel Bicaco,Região Sul
RSCoronel Pilar,430593,4305934,RS,Coronel Pilar,Região Sul
RSCotiporã,430595,4305959,RS,Cotiporã,Região Sul
RSCoxilha,430597,4305975,RS,Coxilha,Região Sul
RSCrissiumal,430600,4306007,RS,Crissiumal,Região Sul
RSCristal,430605,4306056,RS,Cristal,Região Sul
RSCristal do Sul,430607,4306072,RS,Cristal do Sul,Região Sul
RSCruz Alta,430610,4306106,RS,Cruz Alta,Região Sul
RSCruzaltense,430613,4306130,RS,Cruzaltense,Região Sul
RSCruzeiro do Sul,430620,4306205,RS,Cruzeiro do Sul,Região Sul
RSDavid Canabarro,430630,4306304,RS,David Canabarro,Região Sul
RSDerrubadas,430632,4306320,RS,Derrubadas,Região Sul
RSDezesseis de Novembro,430635,4306353,RS,Dezesseis de Novembro,Região Sul
RSDilermando de Aguiar,430637,4306379,RS,Dilermando de Aguiar,Região Sul
RSDois Irmãos,430640,4306403,RS,Dois Irmãos,Região Sul
RSDois Irmãos Das Missões,430642,4306429,RS,Dois Irmãos Das Missões,Região Sul
RSDois Lajeados,430645,4306452,RS,Dois Lajeados,Região Sul
RSDom Feliciano,430650,4306502,RS,Dom Feliciano,Região Sul
RSDom Pedro de Alcântara,430655,4306551,RS,Dom Pedro de Alcântara,Região Sul
RSDom Pedrito,430660,4306601,RS,Dom Pedrito,Região Sul
RSDona Francisca,430670,4306700,RS,Dona Francisca,Região Sul
RSDoutor Maurício Cardoso,430673,4306734,RS,Doutor Maurício Cardoso,Região Sul
RSDoutor Ricardo,430675,4306759,RS,Doutor Ricardo,Região Sul
RSEldorado do Sul,430676,4306767,RS,Eldorado do Sul,Região Sul
RSEncantado,430680,4306809,RS,Encantado,Região Sul
RSEncruzilhada do Sul,430690,4306908,RS,Encruzilhada do Sul,Região Sul
RSEngenho Velho,430692,4306924,RS,Engenho Velho,Região Sul
RSEntre-ijuís,430693,4306932,RS,Entre-ijuís,Região Sul
RSEntre Rios do Sul,430695,4306957,RS,Entre Rios do Sul,Região Sul
RSErebango,430697,4306973,RS,Erebango,Região Sul
RSErechim,430700,4307005,RS,Erechim,Região Sul
RSErnestina,430705,4307054,RS,Ernestina,Região Sul
RSHerval,430710,4307104,RS,Herval,Região Sul
RSErval Grande,430720,4307203,RS,Erval Grande,Região Sul
RSErval Seco,430730,4307302,RS,Erval Seco,Região Sul
RSEsmeralda,430740,4307401,RS,Esmeralda,Região Sul
RSEsperança do Sul,430745,4307450,RS,Esperança do Sul,Região Sul
RSEspumoso,430750,4307500,RS,Espumoso,Região Sul
RSEstação,430755,4307559,RS,Estação,Região Sul
RSEstância Velha,430760,4307609,RS,Estância Velha,Região Sul
RSEsteio,430770,4307708,RS,Esteio,Região Sul
RSEstrela,430780,4307807,RS,Estrela,Região Sul
RSEstrela Velha,430781,4307815,RS,Estrela Velha,Região Sul
RSEugênio de Castro,430783,4307831,RS,Eugênio de Castro,Região Sul
RSFagundes Varela,430786,4307864,RS,Fagundes Varela,Região Sul
RSFarroupilha,430790,4307906,RS,Farroupilha,Região Sul
RSFaxinal do Soturno,430800,4308003,RS,Faxinal do Soturno,Região Sul
RSFaxinalzinho,430805,4308052,RS,Faxinalzinho,Região Sul
RSFazenda Vilanova,430807,4308078,RS,Fazenda Vilanova,Região Sul
RSFeliz,430810,4308102,RS,Feliz,Região Sul
RSFlores da Cunha,430820,4308201,RS,Flores da Cunha,Região Sul
RSFloriano Peixoto,430825,4308250,RS,Floriano Peixoto,Região Sul
RSFontoura Xavier,430830,4308300,RS,Fontoura Xavier,Região Sul
RSFormigueiro,430840,4308409,RS,Formigueiro,Região Sul
RSForquetinha,430843,4308433,RS,Forquetinha,Região Sul
RSFortaleza Dos Valos,430845,4308458,RS,Fortaleza Dos Valos,Região Sul
RSFrederico Westphalen,430850,4308508,RS,Frederico Westphalen,Região Sul
RSGaribaldi,430860,4308607,RS,Garibaldi,Região Sul
RSGarruchos,430865,4308656,RS,Garruchos,Região Sul
RSGaurama,430870,4308706,RS,Gaurama,Região Sul
RSGeneral Câmara,430880,4308805,RS,General Câmara,Região Sul
RSGentil,430885,4308854,RS,Gentil,Região Sul
RSGetúlio Vargas,430890,4308904,RS,Getúlio Vargas,Região Sul
RSGiruá,430900,4309001,RS,Giruá,Região Sul
RSGlorinha,430905,4309050,RS,Glorinha,Região Sul
RSGramado,430910,4309100,RS,Gramado,Região Sul
RSGramado Dos Loureiros,430912,4309126,RS,Gramado Dos Loureiros,Região Sul
RSGramado Xavier,430915,4309159,RS,Gramado Xavier,Região Sul
RSGravataí,430920,4309209,RS,Gravataí,Região Sul
RSGuabiju,430925,4309258,RS,Guabiju,Região Sul
RSGuaíba,430930,4309308,RS,Guaíba,Região Sul
RSGuaporé,430940,4309407,RS,Guaporé,Região Sul
RSGuarani Das Missões,430950,4309506,RS,Guarani Das Missões,Região Sul
RSHarmonia,430955,4309555,RS,Harmonia,Região Sul
RSHerveiras,430957,4309571,RS,Herveiras,Região Sul
RSHorizontina,430960,4309605,RS,Horizontina,Região Sul
RSHulha Negra,430965,4309654,RS,Hulha Negra,Região Sul
RSHumaitá,430970,4309704,RS,Humaitá,Região Sul
RSIbarama,430975,4309753,RS,Ibarama,Região Sul
RSIbiaçá,430980,4309803,RS,Ibiaçá,Região Sul
RSIbiraiaras,430990,4309902,RS,Ibiraiaras,Região Sul
RSIbirapuitã,430995,4309951,RS,Ibirapuitã,Região Sul
RSIbirubá,431000,4310009,RS,Ibirubá,Região Sul
RSIgrejinha,431010,4310108,RS,Igrejinha,Região Sul
RSIjuí,431020,4310207,RS,Ijuí,Região Sul
RSIlópolis,431030,4310306,RS,Ilópolis,Região Sul
RSImbé,431033,4310330,RS,Imbé,Região Sul
RSImigrante,431036,4310363,RS,Imigrante,Região Sul
RSIndependência,431040,4310405,RS,Independência,Região Sul
RSInhacorá,431041,4310413,RS,Inhacorá,Região Sul
RSIpê,431043,4310439,RS,Ipê,Região Sul
RSIpiranga do Sul,431046,4310462,RS,Ipiranga do Sul,Região Sul
RSIraí,431050,4310504,RS,Iraí,Região Sul
RSItaara,431053,4310538,RS,Itaara,Região Sul
RSItacurubi,431055,4310553,RS,Itacurubi,Região Sul
RSItapuca,431057,4310579,RS,Itapuca,Região Sul
RSItaqui,431060,4310603,RS,Itaqui,Região Sul
RSItati,431065,4310652,RS,Itati,Região Sul
RSItatiba do Sul,431070,4310702,RS,Itatiba do Sul,Região Sul
RSIvorá,431075,4310751,RS,Ivorá,Região Sul
RSIvoti,431080,4310801,RS,Ivoti,Região Sul
RSJaboticaba,431085,4310850,RS,Jaboticaba,Região Sul
RSJacuizinho,431087,4310876,RS,Jacuizinho,Região Sul
RSJacutinga,431090,4310900,RS,Jacutinga,Região Sul
RSJaguarão,431100,4311007,RS,Jaguarão,Região Sul
RSJaguari,431110,4311106,RS,Jaguari,Região Sul
RSJaquirana,431112,4311122,RS,Jaquirana,Região Sul
RSJari,431113,4311130,RS,Jari,Região Sul
RSJóia,431115,4311155,RS,Jóia,Região Sul
RSJúlio de Castilhos,431120,4311205,RS,Júlio de Castilhos,Região Sul
RSLagoa Bonita do Sul,431123,4311239,RS,Lagoa Bonita do Sul,Região Sul
RSLagoão,431125,4311254,RS,Lagoão,Região Sul
RSLagoa Dos Três Cantos,431127,4311270,RS,Lagoa Dos Três Cantos,Região Sul
RSLagoa Vermelha,431130,4311304,RS,Lagoa Vermelha,Região Sul
RSLajeado,431140,4311403,RS,Lajeado,Região Sul
RSLajeado do Bugre,431142,4311429,RS,Lajeado do Bugre,Região Sul
RSLavras do Sul,431150,4311502,RS,Lavras do Sul,Região Sul
RSLiberato Salzano,431160,4311601,RS,Liberato Salzano,Região Sul
RSLindolfo Collor,431162,4311627,RS,Lindolfo Collor,Região Sul
RSLinha Nova,431164,4311643,RS,Linha Nova,Região Sul
RSMachadinho,431170,4311700,RS,Machadinho,Região Sul
RSMaçambara,431171,4311718,RS,Maçambara,Região Sul
RSMampituba,431173,4311734,RS,Mampituba,Região Sul
RSManoel Viana,431175,4311759,RS,Manoel Viana,Região Sul
RSMaquiné,431177,4311775,RS,Maquiné,Região Sul
RSMaratá,431179,4311791,RS,Maratá,Região Sul
RSMarau,431180,4311809,RS,Marau,Região Sul
RSMarcelino Ramos,431190,4311908,RS,Marcelino Ramos,Região Sul
RSMariana Pimentel,431198,4311981,RS,Mariana Pimentel,Região Sul
RSMariano Moro,431200,4312005,RS,Mariano Moro,Região Sul
RSMarques de Souza,431205,4312054,RS,Marques de Souza,Região Sul
RSMata,431210,4312104,RS,Mata,Região Sul
RSMato Castelhano,431213,4312138,RS,Mato Castelhano,Região Sul
RSMato Leitão,431215,4312153,RS,Mato Leitão,Região Sul
RSMato Queimado,431217,4312179,RS,Mato Queimado,Região Sul
RSMaximiliano de Almeida,431220,4312203,RS,Maximiliano de Almeida,Região Sul
RSMinas do Leão,431225,4312252,RS,Minas do Leão,Região Sul
RSMiraguaí,431230,4312302,RS,Miraguaí,Região Sul
RSMontauri,431235,4312351,RS,Montauri,Região Sul
RSMonte Alegre Dos Campos,431237,4312377,RS,Monte Alegre Dos Campos,Região Sul
RSMonte Belo do Sul,431238,4312385,RS,Monte Belo do Sul,Região Sul
RSMontenegro,431240,4312401,RS,Montenegro,Região Sul
RSMormaço,431242,4312427,RS,Mormaço,Região Sul
RSMorrinhos do Sul,431244,4312443,RS,Morrinhos do Sul,Região Sul
RSMorro Redondo,431245,4312450,RS,Morro Redondo,Região Sul
RSMorro Reuter,431247,4312476,RS,Morro Reuter,Região Sul
RSMostardas,431250,4312500,RS,Mostardas,Região Sul
RSMuçum,431260,4312609,RS,Muçum,Região Sul
RSMuitos Capões,431261,4312617,RS,Muitos Capões,Região Sul
RSMuliterno,431262,4312625,RS,Muliterno,Região Sul
RSNão-me-toque,431265,4312658,RS,Não-me-toque,Região Sul
RSNicolau Vergueiro,431267,4312674,RS,Nicolau Vergueiro,Região Sul
RSNonoai,431270,4312708,RS,Nonoai,Região Sul
RSNova Alvorada,431275,4312757,RS,Nova Alvorada,Região Sul
RSNova Araçá,431280,4312807,RS,Nova Araçá,Região Sul
RSNova Bassano,431290,4312906,RS,Nova Bassano,Região Sul
RSNova Boa Vista,431295,4312955,RS,Nova Boa Vista,Região Sul
RSNova Bréscia,431300,4313003,RS,Nova Bréscia,Região Sul
RSNova Candelária,431301,4313011,RS,Nova Candelária,Região Sul
RSNova Esperança do Sul,431303,4313037,RS,Nova Esperança do Sul,Região Sul
RSNova Hartz,431306,4313060,RS,Nova Hartz,Região Sul
RSNova Pádua,431308,4313086,RS,Nova Pádua,Região Sul
RSNova Palma,431310,4313102,RS,Nova Palma,Região Sul
RSNova Petrópolis,431320,4313201,RS,Nova Petrópolis,Região Sul
RSNova Prata,431330,4313300,RS,Nova Prata,Região Sul
RSNova Ramada,431333,4313334,RS,Nova Ramada,Região Sul
RSNova Roma do Sul,431335,4313359,RS,Nova Roma do Sul,Região Sul
RSNova Santa Rita,431337,4313375,RS,Nova Santa Rita,Região Sul
RSNovo Cabrais,431339,4313391,RS,Novo Cabrais,Região Sul
RSNovo Hamburgo,431340,4313409,RS,Novo Hamburgo,Região Sul
RSNovo Machado,431342,4313425,RS,Novo Machado,Região Sul
RSNovo Tiradentes,431344,4313441,RS,Novo Tiradentes,Região Sul
RSNovo Xingu,431346,4313466,RS,Novo Xingu,Região Sul
RSNovo Barreiro,431349,4313490,RS,Novo Barreiro,Região Sul
RSOsório,431350,4313508,RS,Osório,Região Sul
RSPaim Filho,431360,4313607,RS,Paim Filho,Região Sul
RSPalmares do Sul,431365,4313656,RS,Palmares do Sul,Região Sul
RSPalmeira Das Missões,431370,4313706,RS,Palmeira Das Missões,Região Sul
